tool_id,avg_memory_in_gb,nr_samples
sucos_docking_scoring/2020.03.4,0.5478633518420054,35648
umi_tools_whitelist/0.5.5.0,0.5471284315247524,101
chira_merge/1.2.0,0.5467284945454546,11
bedtools_makewindowsbed/2.30.0,0.5459988695578949,95
iedb_api/2.15.2,0.545889262644068,59
schicexplorer_schicplotclusterprofiles/4.0,0.5456496639999998,16
fastq_quality_trimmer/1.1.1,0.5444655786666666,90
fraggenescan/1.30.0,0.5431962304777331,247
bioext_bealign/0.20.4,0.5416971027692308,26
trinity_super_transcripts/2.8.5,0.541155584,16
metaquantome_viz/2.0.2,0.5410639871999996,80
scanpy_inspect/1.4.4.post1,0.5409203892805291,1212
abims_CAMERA_combinexsAnnos/2.2.2,0.5408440319999996,25
feat_from_gff3/4.2.5,0.540526592,2
miniasm/0.3_r179,0.5390449361986092,1007
ggplot2_violin/2.2.1,0.5373464816941178,170
seqtk_subseq/1.3.1,0.5360526685785053,1777
scanpy_run_dpt/1.4.3,0.535191552,15
crossmap_bed/0.5.2,0.532583804342857,35
stoceps_glm/0.0.2,0.531980288,1
lorikeet_spoligotype/20,0.53143737666436,289
bedtools_makewindowsbed/2.29.2,0.5296256374634146,82
qiime_beta_diversity_through_plots/1.9.1.0,0.52861599744,25
seurat_find_clusters/3.1.1_0.0.6,0.52856832,1
proteinortho/6.0.14.9.1,0.5272286643090133,699
scanpy_cluster_reduce_dimension/1.4.4.post1,0.527120188256776,701
IDFilter/2.3.0,0.525167872,64
myrimatch/3.0.20175.0,0.5250897293061225,49
rseqc_read_NVC/2.6.4,0.5222700373333334,30
gffread/2.2.1.2,0.5220295933572175,1898
graphmap_overlap/0.5.2,0.5219646227692306,39
diff/3.7,0.5215359431111112,72
ivar_variants/1.2.2,0.5213056212350232,434
ivar_variants/1.3.1,0.5190341189765952,3119
qiime_align_seqs/1.9.1.0,0.5176188405106383,47
xcms_export_samplemetadata/3.4.4.0,0.5172444728888885,90
schicexplorer_schicinfo/1.0,0.516914688,8
PeakPickerIterative/2.3.0,0.516335616,2
schicexplorer_schicmergetoscool/4.0,0.5158059519999999,16
bedtools_coveragebed/2.29.2,0.5157182577777777,72
ococo/0.1.2.6,0.5155214814552758,995
deeptools_plot_profile/3.0.1.0,0.5154068637538461,65
iqtree/2.1.2,0.5151505561352653,414
fastq_combiner/1.1.5,0.5133657318374637,2018
CONVERTER_fasta_to_len,0.5123216009014082,568
qiime_pick_otus/1.9.1.0,0.5120559809613446,595
rbc_splitfasta/0.1.0,0.511746048,1
deeptools_estimatereadfiltering/3.3.2.0.0,0.5105285119999999,4
infernal_cmbuild/1.1.4,0.510128128,3
cshl_fastq_to_fasta/1.0.2,0.5099161833612152,4208
snpSift_int/3.4,0.5092037145858588,99
stacks2_gstacks/2.4,0.5080506260915029,153
IDMerger/2.2.0,0.5072954514285714,7
edger/3.36.0,0.5070290999727892,147
pampa_glmcomm/0.0.1,0.5069942916129032,31
vcfgeno2haplo/1.0.0_rc1,0.5066176921600001,25
qiime_filter_otus_from_otu_table/1.9.1.0,0.5064525118192096,177
translate_bed/0.1.0,0.5058151022965778,263
qiime_summarize_taxa_through_plots/1.9.1.0,0.5055752688484847,132
rawtools/1.4.2.0,0.5045232535510201,98
scanpy_run_paga/1.4.3,0.5043497890909091,11
umi_tools_count/0.5.5.1,0.5040555257850822,791
ml_visualization_ex/1.0.8.1,0.502933662599327,297
megahit_contig2fastg/1.1.3,0.5029193955555556,72
seqtk_dropse/1.3.1,0.5028356096000002,40
deeptools_plot_heatmap/2.5.1.1.0,0.501866496,3
qiime_compare_categories/1.9.1.0,0.5015797759999998,75
trinity_samples_qccheck/2.8.4,0.5003460608000001,105
bedtools_mergebed/2.29.0,0.4995455545385729,687
mmpbsa_mmgbsa/19.11.1,0.4994219287272726,55
sam2interval/1.0.2,0.4987138773333335,576
limma_voom/3.38.3,0.49827589884335394,2445
tetyper/1.1,0.4977460441212123,33
vcfannotate/1.0.0_rc1,0.4972926293333333,51
MetaboliteSpectralMatcher/2.6,0.49713698133333334,3
anndata_ops/0.0.1,0.49706639360000004,10
gmx_sim/2020.4,0.49592949539526965,28773
gff_filter_by_attribute,0.4958782868837211,86
obi_uniq/1.2.11,0.49561160282352906,68
stoceps_trend_indic/0.0.1,0.495348736,16
xmfa2gff3/2015_02_13.1,0.4951920114871795,39
ip_spot_detection_2d/0.0.1,0.4949732693333333,12
bamtools_split/2.4.0,0.494906779786477,843
cmv/1.0.8,0.494490112,32
hicexplorer_hicplottads/2.0.0,0.494022656,1
bedtools_coveragebed/2.30.0,0.49250691459459334,1221
cummeRbund/2.16.0,0.49152570841791066,536
EMBOSS: tcode97/5.0.0.1,0.490430464,1
jasminesv/1.0.11,0.49011875839999997,20
hmmer_hmmsearch/3.3,0.48847273303514344,626
EMBOSS: primersearch81/5.0.0.1,0.48846045725619863,121
uniprotxml_downloader/2.1.0,0.4881486720000001,192
scanpy_find_cluster/1.3.2,0.4878403101138212,246
funannotate_sort/1.8.9,0.48765829120000015,40
nextclade/1.4.5,0.48585411619310354,290
bedtools_groupbybed/2.29.2,0.48554407188625615,211
metaquantome_viz/2.0.0-2,0.485424128,4
hyphy_fubar/2.5.31,0.485146624,2
vcfcheck/1.0.0_rc1,0.48498365284848466,33
hicexplorer_hicquickqc/3.4.2.0,0.484712448,2
clusterprofiler_bitr/0.1.0,0.48462440754023006,87
stacks_clonefilter/1.46.0,0.48350420601904764,105
lofreq_call/2.1.3.1,0.4826284167021229,19233
scanpy_plot/1.4.4.post1,0.4822271878798173,3295
lighter/1.0,0.48182436511475407,61
stacks2_sstacks/2.55,0.48069120000000004,4
rdock_sort_filter/2013.1-0,0.4800850943999998,120
poretools_qualpos/0.6.1a1.0,0.4800711728761903,210
scanpy_run_tsne/1.3.2,0.47952897365333297,300
scanpy_plot_trajectory/1.4.3,0.4785078581132075,53
gmx_trj/2019.1.5,0.47726443261299245,1801
bioext_bam2msa/0.20.1,0.47724750889795947,392
intervene_pairwise/0.6.4,0.47706766360975594,82
plotly_regression_performance_plots/0.1,0.4763374092132703,422
pampa_glmsp/0.0.1,0.47528618666666667,18
tp_easyjoin_tool/1.0.0,0.47412331606779645,59
MassCalculator/2.6,0.472662016,1
filter_by_fasta_ids/2.1,0.47247166153553904,7161
dexseq_count/1.24.0.0,0.47243264,1
fastq_manipulation/1.1.1,0.47229388800000016,56
ConsensusID/2.5,0.47215411199999996,3
cat1,0.4720938619265164,48174
ivar_removereads/1.3.1,0.4699585715678286,317125
sklearn_numeric_clustering,0.46885396479999997,10
ip_wsi_extract_top_view/0.2,0.46828077056,25
intervene_upset/0.6.4,0.4671814602105257,266
NMR_Preprocessing/3.3.0,0.4668954548148148,27
gemini_windower/0.20.1,0.4660770133333333,33
fastq_to_fasta_python/1.1.5,0.4659972960442712,44090
peakcalling_sicer/0.0.2,0.4659773440000002,102
sklearn_stacking_ensemble_models/1.0.8.1,0.4659060570505049,99
pampa_glmcomm/0.0.2,0.46517081599999993,32
sklearn_fitted_model_eval/1.0.8.2,0.464648192,34
nextclade/1.10.2,0.46371947606779657,59
trinity_analyze_diff_expr/2.8.4,0.46367935259504117,242
samtools_view/1.9,0.4626854693208224,433494
hyphy_absrel/2.5.31,0.462153728,2
wiggle2simple1,0.4614294627096773,31
seurat_read10x/3.2.3,0.461090816,1
rseqc_infer_experiment/2.6.4.1,0.46042731748690624,14933
bedtools_coveragebed/2.29.0,0.45983530754639185,194
pileup_parser/1.0.2,0.4585946393867604,1435
trinity_contig_exn50_statistic/2.9.1,0.4582681134545453,88
obi_clean/1.2.13,0.4575692012307692,13
intervene_pairwise/0.6.5,0.45701643750819665,61
obi_convert/1.2.13,0.4563275580952381,21
EMBOSS: sixpack90/5.0.0.1,0.455365632,8
meme_psp_gen/5.0.5.0,0.4553138592542374,59
bedtools_multicovtbed/2.27.0.0,0.4550169941333333,15
stringtie_merge/1.3.4,0.454832128,1
anndata_export/0.6.22.post1,0.4545063706122451,98
fastq_to_fasta_python/1.1.1,0.45436951554426097,4643
deeptools_plot_fingerprint/2.5.7.0,0.454193152,1
qiime_alpha_rarefaction/1.9.1.0,0.45340484754285715,35
mdanalysis_angle/0.20,0.45313716419047634,42
rgweblogo3/3.5.0,0.4530923369411768,272
bcftools_csq/1.10,0.45162278399999983,32
alleyoop/0.3.3,0.4514962693953491,43
hicexplorer_hicinfo/3.4.2.0,0.4513024,4
fastq_join/1.1.2-806,0.45095415945139183,2479
medaka_variant/1.0.1,0.4502812672,20
qiime_make_otu_heatmap/1.9.1.0,0.44985379912796203,211
gmx_md/2019.1,0.4492886624864863,148
nanoplot/1.28.2,0.4490469193434358,17814
mlocarna/1.8.12.0,0.44824598755555545,36
scanpy_find_variable_genes/1.7.2,0.44636582012121206,66
kc-align/0.2,0.44553840513580245,81
gmx_sim/2019.1.1,0.445538304,10
fastp/0.19.3.2,0.445444096,1
motifFinderPlot/0.3,0.44447481856,25
fastq_stats/1.1.5,0.44392178526315784,684
sklearn_lightgbm/1.0.8.3,0.443449344,1
hyphy_meme/2.5.17,0.441802752,1
blastxml_to_tabular/0.3.3,0.44094785828571414,35
staramr_search/0.7.2,0.44084823746507734,1174
fastani/1.3,0.44056932816494776,970
cshl_fastx_collapser/1.0.0,0.4400261366133426,9652
crosscontamination_barcode_filter/0.3,0.43901349302857134,105
scanpy_filter_genes/1.7.2,0.43669240035555557,45
deeptools_plot_coverage/2.5.7.0,0.435345408,4
ncbi_blastx_wrapper/0.0.11,0.435222528,2
model_prediction/1.0.8.2,0.4350149094653467,101
regex1/1.0.1,0.4348880397837837,518
plotly_parallel_coordinates_plot/0.1,0.4346960177021277,94
cd_hit_est/1.3,0.43408188224235017,817
mothur_collect_single/1.39.5.0,0.43294066854054053,37
count_seqs/1.9.1.0,0.43194416851376155,109
jcvi_gff_stats/0.8.4,0.43172212712945657,533
mdanalysis_distance/1.0.0,0.431489720287311,1253
collapse_dataset/4.2,0.4312023988284853,12483
poretools_occupancy/0.6.1a1.0,0.43055754971428584,56
bio3d_rmsd/2.3,0.4295606768484849,33
ip_concat_channels/0.2,0.4293461577142857,56
model_prediction/1.0.8.1,0.42886758399999997,92
cshl_fastx_reverse_complement/1.0.2,0.42876338855129764,3860
fasta_compute_length/1.0.0,0.42692256914285714,7
openbabel_change_title/2.4.2.1.1,0.42630171049056637,265
cdo_info/2.0.0,0.4259643392,5
psy_maps/1.2.1,0.42529086577777764,54
gmx_em/2021.3,0.42386920877419354,62
salmonquantmerge/1.5.1,0.42375672507317064,492
sklearn_train_test_eval/1.0.8.1,0.4236271184842105,95
sklearn_fitted_model_eval/1.0.8.1,0.4234064457142858,42
vcfcommonsamples/1.0.0_rc1,0.42301947123809525,21
ivar_removereads/1.2.2,0.42278608870925755,112388
metaphlan_hclust_heatmap/2.6.0.0,0.4226726531657141,175
samtools_stats/2.0,0.42257694719999994,5
unipept/4.3.0,0.4210441175627247,1116
pampa_presabs/0.0.2,0.4209178916571429,70
seq_composition/0.0.5,0.4202893047741936,62
bedtools_sortbed/2.27.1,0.4200166028985508,69
khmer_normalize_by_median/3.0.0a3,0.4197664540444444,90
Probmetab/1.1.0,0.41834505637647057,85
trinity_run_de_analysis/2.9.1,0.4181549336068377,234
IDMerger/2.5,0.41805960533333336,3
vcfannotategenotypes/1.0.0_rc3,0.4179527247323943,71
glob_report/0.4,0.4173036982857143,14
mummer_mummerplot/4.0.0rc1,0.41622173538461527,52
hicexplorer_hicplotdistvscounts/3.4.3.0,0.4161572900900903,111
tp_split_on_column/0.4,0.4156123837762236,143
staramr_search/0.7.1,0.41456246841690164,1420
bedtools_slopbed/2.29.0,0.4142891905753425,146
edger/3.24.1,0.4129162857068412,2456
EMBOSS: polydot77/5.0.0.1,0.41288294400000003,28
aragorn_trna/0.4,0.41268662857142857,7
qiime_multiple_join_paired_ends/1.9.1.0,0.41254447296860985,223
keras_batch_models/0.5.0,0.41247629594482754,145
export/4.2.13,0.41220505599999996,3
_salmon_kallisto_mtx_to_10x/0.0.1,0.41203738425806463,124
raceid_inspecttrajectory/3.1,0.41202672786285705,175
pandas_rolling_window/0.1,0.41184305951219485,164
seqtk_trimfq/1.3.1,0.41154045450622423,2892
pampa_presabs/0.0.1,0.41113508977777774,18
gmx_nvt/2019.1,0.41094197248000014,200
qiime_make_phylogeny/1.9.1.0,0.4108804137373736,198
lastz_wrapper_2/1.3.3,0.41086422207650053,11712
fastqe/0.2.6,0.4107315064669612,1135
openbabel_change_title/2.4.2.1.0,0.41068625920000007,20
mothur_deunique_seqs/1.39.5.0,0.41034190262857145,70
random_lines1,0.4093345894576858,2316
lofreq_alnqual/2.1.3.1,0.4092116901978023,91
hyphy_meme/2.5.15,0.408487936,2
cd_hit_est/1.2,0.4082686834667311,4253
CONVERTER_fasta_to_fai,0.4081852273471415,1207
FeatureLinkerUnlabeledQT/2.5,0.4080766293333334,12
hicexplorer_chicaggregatestatistic/3.4.2.0,0.407873536,2
tp_text_file_with_recurring_lines/1.1.0,0.4076837546666667,6
sklearn_svm_classifier/0.9,0.40767562472727276,11
deeptools_estimatereadfiltering/3.0.2.0,0.40760262656,25
gops_intersect_1/0.0.1,0.40719211054545457,22
bcftools_view/1.10,0.4071234953846153,39
pampa_plotglm/0.0.2,0.406784913723077,65
dia_umpire_se/2.1.3.0,0.4067091692307692,13
sed_stream_editor/0.0.1,0.40656806087804886,123
scanpy_normalize/1.4.4.post1,0.4060685719611651,309
EMBOSS: extractseq35/5.0.0,0.4049622932210525,285
bedtools_annotatebed/2.30.0,0.4043373952907801,141
obi_tab/1.2.13,0.40422584320000005,20
anndata_manipulate/0.6.22.post1,0.4041702689291476,1115
bedtools_expandbed/2.30.0,0.403984384,1
trinity_filter_low_expr_transcripts/2.9.1,0.4036337105454546,132
scanpy_filter_genes/1.8.1,0.40338124799999997,4
hamronize_tool/1.0.3,0.40274372715789475,19
crossmap_vcf/0.3.7,0.40273471390476184,21
vcfcombine/1.0.0_rc1,0.40177331063101623,187
snippy_clean_full_aln/4.6.0,0.40071246769230734,78
xarray_netcdf2netcdf/0.20.2,0.40063626541176467,68
fastq_masker_by_quality/1.1.5,0.3998634356363638,77
sklearn_train_test_split/1.0.8.1,0.3995288506407763,206
mothur_chimera_vsearch/1.39.5.1,0.399465927111111,1224
rbc_mafft/7.487,0.39907030891114675,619
raceid_inspectclusters/0.2.3,0.39869781333333326,3
mothur_clearcut/1.39.5.0,0.3982788005647059,85
gff3.rebase/1.2,0.39786071771428577,28
glob_report/0.5,0.3976690438918919,592
bedtools_bedtobam/2.29.2,0.3976248832,80
gmx_npt/2019.1,0.397622970920635,189
sixgill_build/0.2.4.0,0.39743507504761894,63
extract_transcript_to_gene_map_from_trinity/1.1.17,0.39726779856115096,139
qiime_plot_taxa_summary/1.9.1.0,0.39720521142857146,154
gprofiler_gost/0.1.71,0.3963070432492309,325
MzTabExporter/2.3.0,0.39626008651851846,27
gtf_filter_by_attribute_values_list,0.39554040986301364,292
model_prediction/1.0.7.12,0.3952206816969697,33
qiime_filter_taxa_from_otu_table/1.9.1.0,0.3942994505142857,140
keras_model_builder/0.4.0,0.39427628263225806,155
pdbfixer/1.8.1,0.39298498559999995,20
nanopolishcomp_freqmethcalculate/0.6.11,0.3923538591475409,122
ml_visualization_ex/1.0.8.2,0.39147543860194167,309
hicexplorer_hiccompartmentspolarization/3.4.3.0,0.39032253217391283,46
jbrowse/1.16.4,0.3900064914285714,14
sklearn_ensemble/0.9,0.3899805013333333,12
sklearn_train_test_split/1.0.8.3,0.38995976777142866,140
qiime_extract_barcodes/1.9.1.0,0.38959882837956195,274
schicexplorer_schicconsensusmatrices/1.0,0.38952222719999996,10
scanpy_inspect/1.4.4,0.38894296177777776,9
augustus_training/3.2.3,0.3886441813333333,6
trinity_define_clusters_by_cutting_tree/2.8.4,0.38791331839999993,65
cummeRbund/1.0.1,0.38754304000000006,29
wc_gnu,0.38671839709932465,1037
bamhash/1.1,0.3857478468817204,93
qiime_pick_rep_set/1.9.1.0,0.38555952549647043,425
lofreq_indelqual/2.1.5,0.3849749619695168,572048
keras_batch_models/0.4.2,0.38470292769811304,106
pampa_communitymetrics/0.0.2,0.38431338951111105,45
raceid_inspectclusters/3.0.2.1,0.38313541632,25
seq_filter_by_id/0.2.7,0.38313322722446397,4513
trinity_samples_qccheck/2.8.3,0.383004672,1
mean_per_zone/0.2.0,0.382657536,12
gmx_sim/2019.1.5.1,0.38247287466666674,24
edena_ovl_wrapper/0.3,0.38202662712195123,41
pyega3/4.0.0,0.3819752106666667,3
annotatemyids/3.12.0,0.38160643810232603,3440
samtool_filter2/1.8,0.3812793617879339,98867
rgEstLibComp/1.56.0,0.381166153142857,28
hyphy_prime/2.5.17,0.3809337344,5
deeptools_plot_pca/2.2.2.0,0.38031718400000003,8
allele_counts_1/1.2,0.3801403496430593,353
chira_collapse/1.0.3,0.38010368,4
ProteinQuantifier/2.6,0.3789418123636363,33
bcftools_consensus/1.9,0.3789055678225507,541
vcf2tsv/1.0.0_rc1,0.37861450545596836,511
qiime_make_emperor/1.9.1.0,0.37802863141463416,41
snippy_core/4.4.5,0.37799544208695657,23
EMBOSS: digest23/5.0.0,0.37787329422222227,36
khmer_count_median/3.0.0a3,0.37749834472727284,22
CONVERTER_gff_to_fli_0,0.3770384471849865,373
metaquantome_viz/2.0.0-0,0.3760261382564102,117
fasta-stats/2.0,0.37590002285714347,896
thermo_raw_file_converter/1.1.10,0.37449344,32
vcffilter2/1.0.0_rc1,0.37389916049097466,554
MAF_To_BED1,0.372709376,6
eden_protease_prediction/0.9,0.37225457711627913,86
bedtools_bedtoigv/2.29.2,0.37201286981818177,55
bctools_extract_barcodes/0.2.2,0.371557376,28
humann2_split_stratified_table/0.11.1.0,0.3715011220645161,31
annotatemyids/3.7.0,0.37149196308094784,2446
maxquant_mqpar/1.6.10.43,0.37130649600000004,23
anndata_inspect/0.6.22.post1,0.3711035021996835,2524
fastqe/0.1.1,0.3708362752,5
nextclade/1.2.3,0.3707723776000001,35
bcftools_cnv/1.9,0.37070210844444446,9
mmpbsa_mmgbsa/20.15,0.37069819221759054,8015
multiqc/1.8,0.37047543117165227,8692
trimmomatic/0.36.0,0.370130944,1
MAF_To_Fasta1,0.36955929239436613,71
stacks_refmap/1.46.0,0.3695083043720931,86
regex1/1.0.0,0.3690242481315222,1399
obi_convert/1.2.11,0.368539291826087,92
blastxml_to_gapped_gff3/1.1,0.36819446339622636,53
gops_join_1/1.0.0,0.3676389391051911,6531
bismark_pretty_report/0.22.1,0.367335595460465,430
vcfbreakcreatemulti/1.0.0_rc1,0.3673169919999999,21
maxquant_mqpar/1.6.17.0,0.366538752,1
gtf2bedgraph,0.366413890064516,31
schicexplorer_schiccreatebulkmatrix/4.0,0.366079744,16
lofreq_indelqual/2.1.3.1,0.3659331828256879,109
ml_visualization_ex/1.0.8.3,0.3659254897777779,36
snap_training/2013_11_29,0.36582898819801996,404
mmpbsa_mmgbsa/21.3,0.36469862399999997,4
vt_normalize/0.1.0,0.36434354677551023,147
sarscov2formatter/0.1,0.3643309609195403,87
plotly_ml_performance_plots/0.1,0.3641919146666666,192
group_humann2_uniref_abundances_to_go/1.2.3,0.36411627260315316,1459
gemini_qc/0.20.1,0.3635087739259259,27
scanpy_find_variable_genes/1.8.1,0.3632324608,5
sklearn_nn_classifier/1.0.8.3,0.3631035733333333,18
MAF_Thread_For_Species1,0.3626434560000001,28
hifive/0.1.0,0.362643456,3
metaquantome_viz/1.0.0-0,0.36262153374647865,284
CONVERTER_gff_to_bed_0,0.3617875302012795,1719
EMBOSS: water107/5.0.0.1,0.36174665632454395,493
graphclust_align_cluster/0.1,0.3614678608842104,95
PeakPickerWavelet/2.6,0.361459712,1
rseqc_geneBody_coverage/2.6.4.2,0.36017483917241383,29
gmx_em/2019.1,0.35934208,1
glob_report/0.3,0.3589552355555556,9
gmx_trj/2020.4,0.3583562292912436,2661
hicexplorer_hicinfo/3.4.1.0,0.3579948063030305,66
msconvert/3.0.19052.1,0.35701486655374487,2456
rbc_mafft/7.489,0.3562898980704739,823
gff2bed1,0.35608683135260216,692
deeptools_compute_matrix_operations/3.3.2.0.0,0.35604881297297264,444
raceid_inspecttrajectory/0.2.3,0.355823616,2
ivar_consensus/1.2.1,0.3555685717333334,15
chira_extract/1.0.2,0.3554194773333334,6
gmx_setup/2019.1,0.35529796266666663,33
instrain_profile/1.5.3,0.35510272,1
ngsutils_bam_filter/0.5.7.0,0.35458662399999996,3
xarray_netcdf2netcdf/0.18.2,0.35433507310344825,87
mothur_merge_count/1.39.5.0,0.3541367466666666,42
sklearn_model_fit/1.0.8.1,0.35321659392,75
rseqc_RNA_fragment_size/2.6.4.1,0.35317128994594593,37
gmx_em/2019.1.1,0.35261286399999997,8
bedtools_multiintersectbed/2.29.2,0.35189870613903745,187
ip_coordinates_of_roi/0.0.4,0.35157401481789385,13860
hyphy_prime/2.5.15,0.350978048,2
sixgill_makefasta/0.2.4.0,0.3508926926451613,31
raven/1.6.1,0.3507598458879999,250
targetfinder/1.7.0,0.3507030682790699,172
bedtools_shufflebed/2.30.0,0.3502079602330099,103
ip_filter_standard/0.0.3,0.34943433386666667,180
sam_dump/2.10.4,0.3490756835555555,9
sklearn_svm_classifier/1.0.8.2,0.34851256578151263,357
metaquantome_viz/2.0.1,0.3482505216,20
tp_awk_tool/1.1.2,0.34793868661679117,4812
bamleftalign/1.3.1,0.34746493011214946,27195
mimodd_reheader/0.1.8_1,0.34740042045439407,270381
disco/1.2.0,0.34726450682828297,99
Batch_correction/2.1.2,0.34712688439215683,102
seq_composition/0.0.1,0.3467205485714286,7
schicexplorer_schicadjustmatrix/4.0,0.34668839822222225,18
scatterplot_rpy/1.0.3,0.3466807541759999,375
nastiseq/1.0,0.3463845302857142,28
data_manager_fetch_genome_all_fasta_dbkey/0.0.2,0.346324992,3
drep_compare/2.5.4.0,0.3462395520000002,64
jbrowse_to_standalone/1.16.10,0.346198016,1
scanpy_normalise_data/1.7.2,0.3460914455272726,55
hyphy_summary/1.0.0,0.34588312555102024,49
qiime_filter_alignment/1.9.1.0,0.34570587118644064,59
FidoAdapter/2.3.0,0.34466886504918043,61
poretools_squiggle/0.6.1a1.0,0.3441157744390244,164
migmap/1.0.3,0.3435788715604394,91
humann2_strain_profiler/0.11.1.1,0.34305966079999994,5
sklearn_clf_metrics,0.34301952,1
ip_labelimage_to_points/0.2,0.3427263409230769,26
ml_visualization_ex/1.0.7.12,0.34272248937931016,87
bank_inhouse/1.2.1,0.3424664082962964,27
glimmer_not_knowledge_based/3.02,0.34220048718367335,98
sklearn_train_test_eval/1.0.8.2,0.34193876884210517,76
bedtools_randombed/2.30.0,0.34190380521739133,23
samtools_phase/2.0.1,0.34145963385263145,95
qualimap_multi_bamqc/2.2.2c,0.34057097671111114,90
stacks2_clonefilter/2.4,0.33985006344827606,116
gmx_trj/2019.1.4,0.3397195797113403,97
hicexplorer_chicplotviewpoint/3.4.2.0,0.33885934933333334,3
fgsea/1.8.0,0.3384300724705886,935
metaquantome_filter/1.0.0-0,0.33808837174468087,47
hyphy_prime/2.5.14,0.3377983146666666,72
bio_hansel/2.6.1,0.33773568000000004,55
hmmer_hmmsearch/3.3.2,0.33750126630624205,2227
ctb_chemfp_nxn_clustering/0.4,0.33745826909090904,11
sklearn_generalized_linear/1.0.8.3,0.3367701759999998,64
flash/1.2.11.4,0.3367116766914374,3714
bedtools_bed12tobed6/2.29.2,0.3366352213333333,15
isoplot/1.3.0,0.336525312,2
ivar_consensus/1.0.1,0.33637048320000007,10
rnbeads/0.91,0.3359167267395497,311
augustus/3.2.3,0.33573344834782615,23
picard_CollectBaseDistributionByCycle/2.18.2.1,0.33537389714285715,56
sklearn_ensemble/1.0.8.3,0.33516912639999996,120
sklearn_train_test_split/1.0.8.2,0.3349379744754993,1102
FileConverter/2.1.0,0.33455144960000005,5
parmconv/19.11,0.3341742970434783,115
fargene/0.1,0.33303831002898565,138
mitohifi/2,0.3329745593191488,47
qiime_beta_diversity/1.9.1.0,0.33274311111111105,72
bedtools_multiintersectbed/2.29.0,0.3323060013948718,195
transit_tn5gaps/3.0.2,0.3320573636923076,26
ucsc_cell_browser/0.5.43,0.3319385367272727,22
qiime_collapse_samples/1.9.1.0,0.33066456901818186,55
edger/3.34.0,0.33061688697986563,1192
gprofiler_convert/0.1.71,0.33025977495081954,122
jbrowse_to_standalone/1.16.9,0.32998686720000003,5
spaln/2.3.2,0.32954865741772116,158
hicexplorer_hicplotsvl/3.4.2.0,0.3292672,2
xarray_coords_info/0.20.2,0.32916025274576277,59
vcfgenotypes/1.0.0_rc1,0.32913828378947363,38
trinity_gene_to_trans_map/2.8.4,0.32889819970370376,216
phyml/3.3.20190321,0.3278590348387098,31
EMBOSS: est2genome32/5.0.0.1,0.3276805715348837,43
ctb_rdkit_descriptors/0.6,0.3274192213333335,45
sklearn_nn_classifier/1.0.8.1,0.3270727752624115,282
create_or_update/4.1,0.3267201706666667,18
stacks2_shortreads/2.53,0.326610944,1
sequence_convert,0.32653612373333324,45
bedtools_map/2.29.2.2,0.3264364787326735,101
ivar_consensus/1.3.1,0.32642088650868073,5300
fasta_nucleotide_color_plot/1.0.1,0.32562358659459467,74
regionalgam_flight_curve/1.5,0.32548639695238085,42
freebayes/0.4.1,0.3254550528,5
bin_refiner/1.4.3,0.325226496,1
ip_detection_viz/0.3,0.3247873765517242,29
parmconv/20.15,0.3247024428979082,7934
CONVERTER_sam_to_bigwig_0,0.32378880000000004,23
quast/4.6.3,0.32356085760000003,20
stacks2_refmap/2.4,0.32261418806557396,61
ctb_im_conformers/1.1.4,0.32252289505882353,34
IDMapper/2.3.0,0.32240413059459455,37
bam_to_scidx/1.0.1,0.32233540266666666,30
EMBOSS: newcpgreport57/5.0.0.1,0.3222028730810811,37
mummer_dnadiff/4.0.0beta2,0.32207354336621796,669
socru/2.1.7,0.3220466167017548,456
hicexplorer_hicplotsvl/3.4.1.0,0.321775616,4
bedtools_groupbybed/2.30.0,0.321385216,32
ip_points_association_nn/0.0.2,0.32090589866666663,6
mothur_remove_otus/1.39.5.0,0.3208778630508475,59
sklearn_numeric_clustering/1.0.8.1,0.3205684936608187,1368
idr_download_by_ids/0.10,0.32053998933333333,6
encyclopedia_library_to_blib/0.9.5.0,0.320139264,1
ivar_variants/1.0.1,0.3199865949090909,11
ip_projective_transformation_points/0.1.0,0.31923467815384626,91
trycycler_partition/0.4.2,0.317657088,1
nspdk_sparse/9.2.2,0.31760605866666664,24
EMBOSS: wordcount109/5.0.0.1,0.31759391857777786,45
bctools_remove_tail/0.2.2,0.3165038484210527,114
sklearn_ensemble/1.0.8.1,0.31617894638139554,430
multiqc/1.3.1,0.3159852076521739,23
ena_upload/0.6.0,0.315744256,1
scanpy_remove_confounders/1.4.4,0.315133952,1
mimodd_rebase/0.1.8_1,0.3143152435199998,275
miniasm/0.3,0.3141897761698519,4710
metaquantome_stat/1.0.0-0,0.31403677538461544,52
IDConflictResolver/2.6,0.3131935469268291,41
trinity_analyze_diff_expr/2.6.6,0.312868864,1
ggplot2_point/2.2.1,0.312575240190606,4407
vcftools_compare/0.1,0.31235390093617005,188
sccaf_asses_merger/0.0.9,0.312348672,1
nanopolish_polya/0.11.1,0.312318275368421,38
stacks2_shortreads/2.4,0.3120207685818182,55
humann2_regroup_table/0.11.1.0,0.3117477168854962,131
hicexplorer_hiccorrelate/2.0.0,0.31113216,1
mothur_chimera_vsearch/1.39.5.0,0.31083781119999987,80
sdf_to_tab/2019.03.1.1,0.31079948358620685,232
sklearn_estimator_attributes/1.0.8.1,0.31074393121758237,455
read_it_and_keep/0.1.0,0.3102631778461539,130
sklearn_ensemble/1.0.8.2,0.31004152584283523,649
